DIVISION,UNIT_NO,YEAR,MAKE,MODEL,CATEGORY,CATEGORY_DESC,AGE,UNIT_TYPE,FUEL_PRODUCT,LAST_FUEL_DATE,LAST_WORKORDER_OPEN_DATE,M5_LIFE_KM_USAGE(KM),M5_LIFE_HRS_USAGE(Hrs),M5_YTD_KM_USAGE(KM),M5_YTD_HRS_USAGE(Hrs),CATEGORY_CLASS,EXPECTED_LIFE(YR),IN_SERVICE_DATE,MAINTENENACE_LOCATION_NAME,CURRENT_STATUS_DESCRIPTION,HIGH_PRIORITY,OWNING_COST_CENTER,USING_COST_CENTER,FUEL_DESC,AVAILABLE HOURS (Hrs),DOWNTIME(Hrs),VEU,CATEGORY_GROUP,CATEGORY_GROUP_DESC,TECH_SPEC,TECH_SPEC_DESC,BILLING_CODE,MAINTENANCE CLASSIFICATION CODE,EXPECT_USAGE(KM),EXPECT_USAGE(Hrs),PARK_LOCATION,PARK_LOCATION_NAME
ENGINEERING & CONSTR. SERVICES,041336,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.40,LIGHT DUTY,UNLEADED, 27-Jul-23, 12-Apr-23,35541,1375,4211,231,CLASS1,8, 6-Mar-20,ELLESMERE GARAGE,Active Unit,,ECS620,ECS620,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",39.23,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",003892,1050 ELLESMERE RD
ENGINEERING & CONSTR. SERVICES,041403,2021,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,2.47,LIGHT DUTY,UNLEADED, 25-Jul-23, 31-Mar-23,19316,814,5237,223,CLASS1,8, 11-Feb-21,ELLESMERE GARAGE,Active Unit,,ECS620,ECS620,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",32.41,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN21,2021 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,041420,2022,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,0.54,LIGHT DUTY,UNLEADED, 31-Jul-23, 7-Jun-23,13893,820,10352,576,CLASS1,8, 16-Jan-23,FINCH GARAGE,Active Unit,,ECS620,ECS620,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,088.00",0.06,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN22,2022 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",005940,2 CIVIC CENTRE CRT
ENGINEERING & CONSTR. SERVICES,041421,2022,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,0.54,LIGHT DUTY,UNLEADED, 24-Jul-23, 2-Feb-23,18540,837,5487,305,CLASS1,8, 16-Jan-23,ELLESMERE GARAGE,Active Unit,,ECS620,ECS620,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,088.00",63.20,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN22,2022 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,041422,2022,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,0.54,LIGHT DUTY,UNLEADED, 17-Jul-23, 14-Jun-23,18799,942,7833,484,CLASS1,8, 16-Jan-23,ELLESMERE GARAGE,Active Unit,,ECS620,ECS620,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,088.00",74.39,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN22,2022 Chevrolet Equinox AWD 4dr LS 1.5t SUV,V1.5UND,BYAC---8,"160,000","4,000",005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,094140,2023,DODGE,GRAND CARAVA,7VZ2TEUZZZ,PASS-MV CL2 4X2 8Y UNLEAD,0.21,LIGHT DUTY,UNLEADED, 25-Jul-23, 8-May-23,1914,7,1914,7,CLASS2,8, 17-May-23,ELLESMERE GARAGE,Active Unit,,CFL009-21,ECS640,,416.00,27.63,1.00,VAN-PASS,VAN - PASSENGER,094DODGUN23,2023 Chrysler Grand Caravan SXT FWD,V1UND,BYAC---8,"160,000","4,000",005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112213,2008,FORD,E250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,14.97,LIGHT DUTY,UNLEADED, 28-Jul-23, 21-Apr-23,95490,2801,2160,2,CLASS2,10, 15-Aug-08,DISCO GARAGE,REDEPLOYED Unit,,ECS640,ECS640,,"1,160.00",78.84,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN08,THREE QUARTER TON CARGO VAN,V1.5OVR,BYAC---8,"220,000",0,002821,390 THE WEST MALL
ENGINEERING & CONSTR. SERVICES,112214,2008,FORD,E250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,14.99,LIGHT DUTY,UNLEADED, 27-Jul-23, 29-Jun-23,64486,0,3033,0,CLASS2,10, 8-Aug-08,ELLESMERE GARAGE,Replacement Program,,ECS640,ECS640,,"1,160.00",139.60,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN08,THREE QUARTER TON CARGO VAN,V1.5OVR,OYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112244,2009,FORD,E250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,13.84,LIGHT DUTY,UNLEADED, 30-Nov-17, 8-Feb-18,0,0,0,0,CLASS2,10, 1-Oct-09,FINCH GARAGE,Unit is totaled,,ECS650,ECS650,,"1,160.00",,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN09,THREE QUARTER TON CARGO VAN,STANDARD,00,"220,000",0,,
ENGINEERING & CONSTR. SERVICES,112245,2009,FORD,E250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,13.78,LIGHT DUTY,UNLEADED, 25-Jul-23, 6-Apr-23,75841,0,2127,0,CLASS2,10, 22-Oct-09,ELLESMERE GARAGE,Replacement Program,,ECS640,ECS640,,"1,160.00",60.75,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN09,THREE QUARTER TON CARGO VAN,V1.5OVR,OYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112246,2009,FORD,E250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,13.84,LIGHT DUTY,UNLEADED, 11-Jul-23, 25-Jul-23,97715,0,752,0,CLASS2,10, 30-Sep-09,ELLESMERE GARAGE,Replacement Program,,ECS640,ECS640,,"1,160.00",103.68,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN09,THREE QUARTER TON CARGO VAN,V1.5OVR,OYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112251,2009,FORD,E250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,13.50,LIGHT DUTY,UNLEADED, 25-May-23, 24-Jul-23,77476,1707,2771,304,CLASS2,10, 2-Feb-10,ELLESMERE GARAGE,Replacement Program,,ECS640,ECS640,,"1,160.00",358.88,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN09,THREE QUARTER TON CARGO VAN,V1.5OVR,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112270,2011,FORD,E250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,12.73,LIGHT DUTY,UNLEADED, 24-Jul-23, 18-Jul-23,102650,3022,5927,147,CLASS2,10, 9-Nov-10,DISCO GARAGE,Replacement Program,,ECS640,ECS640,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",4.39,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN11-2,THREE QUARTER TON CARGO VAN,V1.5OVR,BYAC---8,"220,000",0,002821,390 THE WEST MALL
ENGINEERING & CONSTR. SERVICES,112271,2011,FORD,E250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,12.71,LIGHT DUTY,UNLEADED, 21-Jul-23, 9-Feb-23,75814,3225,1,2,CLASS2,10, 16-Nov-10,DISCO GARAGE,Replacement Program,,ECS640,ECS640,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",6.95,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN11-2,THREE QUARTER TON CARGO VAN,V1.5OVR,BYAC---8,"220,000",0,002821,390 THE WEST MALL
ENGINEERING & CONSTR. SERVICES,112272,2011,FORD,E250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,12.73,LIGHT DUTY,UNLEADED, 22-Jun-23, 8-Jun-23,87871,3065,1510,4,CLASS2,10, 9-Nov-10,ELLESMERE GARAGE,Replacement Program,,ECS650,ECS650,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",64.67,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN11-2,THREE QUARTER TON CARGO VAN,V1.5OVR,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112273,2011,FORD,E250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,12.67,LIGHT DUTY,UNLEADED, 21-Jul-23, 26-May-23,73493,2066,3392,1,CLASS2,10, 30-Nov-10,ELLESMERE GARAGE,Replacement Program,,ECS640,ECS640,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",2.53,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN11-2,THREE QUARTER TON CARGO VAN,V1.5OVR,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112274,2011,FORD,E250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,12.63,LIGHT DUTY,UNLEADED, 5-Jul-23, 27-Apr-23,92049,3129,2035,80,CLASS2,10, 17-Dec-10,ELLESMERE GARAGE,Replacement Program,,ECS640,ECS640,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",0.15,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN11-2,THREE QUARTER TON CARGO VAN,V1.5OVR,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112326,2012,FORD,E250,3TS2TTUEZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD TC12B,11.55,LIGHT DUTY,UNLEADED, 10-Jul-23, 11-Jul-23,57949,1663,5735,2,CLASS2,10, 16-Jan-12,ELLESMERE GARAGE,Replacement Program,,ECS640,ECS640,,"1,160.00",72.82,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN12-1,THREE QUARTER TON CARGO VAN TC12B,V1.5OVR,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112327,2012,FORD,E250,3TS2TTUEZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD TC12B,11.55,LIGHT DUTY,UNLEADED, 10-Jul-23, 9-Jun-23,81578,2928,2197,159,CLASS2,10, 16-Jan-12,ELLESMERE GARAGE,Replacement Program,,ECS650,ECS650,,"1,160.00",151.78,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN12-1,THREE QUARTER TON CARGO VAN TC12B,V1.5OVR,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112337,2013,FORD,E250,3TS2TTUEZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD TC12B,10.06,LIGHT DUTY,UNLEADED, 28-Jul-23, 17-Jul-23,62674,2933,4554,55,CLASS2,10, 11-Jul-13,ELLESMERE GARAGE,Active Unit,,ECS640,ECS640,,"1,160.00",152.05,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN13,THREE QUARTER TON CARGO VAN,V1.5OVR,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112338,2013,FORD,E250,3TS2TTUEZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD TC12B,10.09,LIGHT DUTY,UNLEADED, 18-Jul-23, 12-Apr-23,48319,2056,766,4,CLASS2,10, 2-Jul-13,DISCO GARAGE,Active Unit,,ECS640,ECS640,,"1,160.00",29.19,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN13,THREE QUARTER TON CARGO VAN,V1.5OVR,BYAC---8,"220,000",0,002821,390 THE WEST MALL
ENGINEERING & CONSTR. SERVICES,112339,2013,FORD,E250,3TS2TTUEZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD TC12B,10.06,LIGHT DUTY,UNLEADED, 26-Jul-23, 5-May-23,68337,3828,3059,1,CLASS2,10, 11-Jul-13,ELLESMERE GARAGE,Active Unit,,ECS640,ECS640,,"1,160.00",47.29,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN13,THREE QUARTER TON CARGO VAN,V1.5OVR,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112340,2013,FORD,E250,3TS2TTUEZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD TC12B,10.06,LIGHT DUTY,UNLEADED, 24-Jul-23, 2-Feb-23,62232,2018,4473,53,CLASS2,10, 11-Jul-13,DISCO GARAGE,Active Unit,,ECS640,ECS640,,"1,160.00",23.64,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN13,THREE QUARTER TON CARGO VAN,V1.5OVR,BYAC---8,"220,000",0,002821,390 THE WEST MALL
ENGINEERING & CONSTR. SERVICES,112341,2013,FORD,E250,3TS2TTUEZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD TC12B,10.02,LIGHT DUTY,UNLEADED, 24-Jul-23, 23-Jan-23,70186,3490,3652,121,CLASS2,10, 26-Jul-13,ELLESMERE GARAGE,Active Unit,,ECS640,ECS640,,"1,160.00",179.37,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN13,THREE QUARTER TON CARGO VAN,V1.5UND,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112342,2013,FORD,E250,3TS2TTUEZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD TC12B,10.06,LIGHT DUTY,UNLEADED, 19-Jul-23, 27-Jul-23,70092,3820,3790,5,CLASS2,10, 12-Jul-13,ELLESMERE GARAGE,Active Unit,,ECS640,ECS640,,"1,160.00",176.88,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN13,THREE QUARTER TON CARGO VAN,V1.5OVR,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112394,2017,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,5.14,LIGHT DUTY,UNLEADED, 17-Jul-23, 1-Mar-23,28821,1595,2855,3,CLASS2,10, 12-Jun-18,ELLESMERE GARAGE,Active Unit,,ECS640,ECS640,,"1,160.00",53.83,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN17,THREE QUARTER TON CARGO VAN,V1.5UND,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112395,2017,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,5.14,LIGHT DUTY,UNLEADED, 27-Jul-23, 20-Jul-23,39020,2569,4880,1,CLASS2,10, 12-Jun-18,ELLESMERE GARAGE,Active Unit,,ECS640,ECS640,,"1,160.00",20.47,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN17,THREE QUARTER TON CARGO VAN,V1.5UND,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112396,2017,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,5.14,LIGHT DUTY,UNLEADED, 27-Jul-23, 2-Mar-23,48786,759,5765,89,CLASS2,10, 12-Jun-18,ELLESMERE GARAGE,Active Unit,,ECS640,ECS640,,"1,160.00",68.92,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN17,THREE QUARTER TON CARGO VAN,V1.5UND,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112397,2017,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,5.14,LIGHT DUTY,UNLEADED, 17-Jul-23, 11-Jul-23,24043,1340,2322,303,CLASS2,10, 12-Jun-18,ELLESMERE GARAGE,Active Unit,,ECS640,ECS640,,"1,160.00",95.52,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN17,THREE QUARTER TON CARGO VAN,V1.5UND,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112398,2017,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,5.14,LIGHT DUTY,UNLEADED, 28-Mar-19, 3-Apr-19,0,0,0,0,CLASS2,10, 12-Jun-18,EASTERN GARAGE,Unit is totaled,,ECS640,ECS640,,"1,160.00",,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN17,THREE QUARTER TON CARGO VAN,STANDARD,00,"220,000",0,,
ENGINEERING & CONSTR. SERVICES,112399,2017,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,5.14,LIGHT DUTY,UNLEADED, 12-Jul-23, 27-Feb-23,40086,757,4413,4,CLASS2,10, 12-Jun-18,ELLESMERE GARAGE,Active Unit,,ECS650,ECS650,,"1,160.00",112.44,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN17,THREE QUARTER TON CARGO VAN,V1.5UND,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112400,2017,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,5.14,LIGHT DUTY,UNLEADED, 25-Jul-23, 12-Apr-23,39552,1948,5140,356,CLASS2,10, 12-Jun-18,ELLESMERE GARAGE,Active Unit,,ECS650,ECS650,,"1,160.00",37.76,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN17,THREE QUARTER TON CARGO VAN,V1.5UND,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112440,2019,FORD,TRANSIT 250,3TS2TTUHZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD SH,4.53,LIGHT DUTY,UNLEADED, 11-Jul-23, 6-Jan-23,28330,951,2620,300,CLASS2,10, 18-Jan-19,ELLESMERE GARAGE,Active Unit,,ECS650,ECS650,,"1,160.00",11.31,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN19,THREE QUARTER TON CARGO VAN,V1.5UND,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112441,2019,FORD,TRANSIT 250,3TS2TTUHZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD SH,4.53,LIGHT DUTY,UNLEADED, 21-Jul-23, 4-Jan-23,22453,703,5002,300,CLASS2,10, 18-Jan-19,ELLESMERE GARAGE,Active Unit,,ECS650,ECS650,,"1,160.00",16.00,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN19,THREE QUARTER TON CARGO VAN,V1.5UND,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112442,2019,FORD,TRANSIT 250,3TS2TTUHZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD SH,4.51,LIGHT DUTY,UNLEADED, 20-Jul-23, 27-Mar-23,25523,20,3864,1,CLASS2,10, 28-Jan-19,ELLESMERE GARAGE,Active Unit,,ECS640,ECS640,,"1,160.00",11.84,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN19,THREE QUARTER TON CARGO VAN,V1.5UND,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112443,2019,FORD,TRANSIT 250,3TS2TTUHZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD SH,4.53,LIGHT DUTY,UNLEADED, 24-Jul-23, 19-Jan-23,24762,2462,4124,1,CLASS2,10, 18-Jan-19,DISCO GARAGE,Active Unit,,ECS640,ECS640,,"1,160.00",14.52,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN19,THREE QUARTER TON CARGO VAN,V1.5UND,BYAC---8,"220,000",0,002821,390 THE WEST MALL
ENGINEERING & CONSTR. SERVICES,112478,2019,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,3.09,LIGHT DUTY,UNLEADED, 28-Jul-23, 26-Jul-23,26331,831,5275,268,CLASS2,10, 29-Jun-20,DISCO GARAGE,Active Unit,,ECS640,ECS640,,"1,160.00",1.23,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN19B,THREE QUARTER TON CARGO VAN,V1.5UND,BYAC---8,"220,000",0,002821,390 THE WEST MALL
ENGINEERING & CONSTR. SERVICES,112479,2019,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,3.12,LIGHT DUTY,UNLEADED, 27-Jul-23, 23-Feb-23,26342,614,4007,1,CLASS2,10, 17-Jun-20,DISCO GARAGE,Active Unit,,ECS640,ECS640,,"1,160.00",182.35,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN19B,THREE QUARTER TON CARGO VAN,V1.5UND,BYAC---8,"220,000",0,002821,390 THE WEST MALL
ENGINEERING & CONSTR. SERVICES,112480,2019,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,3.11,LIGHT DUTY,UNLEADED, 27-Jul-23, 4-Oct-22,23496,310,4360,0,CLASS2,10, 22-Jun-20,ELLESMERE GARAGE,Active Unit,,ECS650,ECS650,,"1,160.00",,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN19B,THREE QUARTER TON CARGO VAN,V1.5UND,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112481,2019,FORD,TRANSIT 250,3TS2TTUZZZ,VAN-3/4T-CARGO-SR CL2 4X2 10Y UNLEAD,3.06,LIGHT DUTY,UNLEADED, 26-Jul-23, 6-Oct-22,26441,317,5648,0,CLASS2,10, 8-Jul-20,ELLESMERE GARAGE,Active Unit,,ECS650,ECS650,,"1,160.00",,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN19B,THREE QUARTER TON CARGO VAN,V1.5UND,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112510,2020,FORD,TRANSIT 250,3TM2TTUHZZ,VAN-3/4T-CARGO-MR CL2 4X2 10Y UNLEAD SH,1.92,LIGHT DUTY,UNLEADED, 30-Jun-23, 13-Feb-23,6583,491,2,77,CLASS2,10, 31-Aug-21,ELLESMERE GARAGE,Active Unit,,ECS650,ECS650,,"1,160.00",65.04,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN20D,"2020 Ford Transit Cargo Van - 250, Reg Body Med Roof Crew Van with Shelving, Inverter and TC12 Board",V1.5UND,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112511,2020,FORD,TRANSIT 250,3TM2TTUHZZ,VAN-3/4T-CARGO-MR CL2 4X2 10Y UNLEAD SH,1.92,LIGHT DUTY,UNLEADED, 28-Jul-23, 17-Jul-23,12745,891,5005,312,CLASS2,10, 31-Aug-21,ELLESMERE GARAGE,Active Unit,,ECS650,ECS650,,"1,160.00",159.31,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN20D,"2020 Ford Transit Cargo Van - 250, Reg Body Med Roof Crew Van with Shelving, Inverter and TC12 Board",V1.5UND,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112512,2020,FORD,TRANSIT 250,3TM2TTUHZZ,VAN-3/4T-CARGO-MR CL2 4X2 10Y UNLEAD SH,1.92,LIGHT DUTY,UNLEADED, 28-Jul-23, 23-Mar-23,7178,554,71,59,CLASS2,10, 31-Aug-21,ELLESMERE GARAGE,Active Unit,,ECS640,ECS640,,"1,160.00",2.81,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN20D,"2020 Ford Transit Cargo Van - 250, Reg Body Med Roof Crew Van with Shelving, Inverter and TC12 Board",V1.5UND,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112513,2020,FORD,TRANSIT 250,3TM2TTUHZZ,VAN-3/4T-CARGO-MR CL2 4X2 10Y UNLEAD SH,1.83,LIGHT DUTY,UNLEADED, 28-Jul-23, 13-Jun-23,17439,1182,1036,138,CLASS2,10, 30-Sep-21,ELLESMERE GARAGE,Active Unit,,ECS640,ECS640,,"1,160.00",58.22,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN20D,"2020 Ford Transit Cargo Van - 250, Reg Body Med Roof Crew Van with Shelving, Inverter and TC12 Board",V1.5UND,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112514,2020,FORD,TRANSIT 250,3TM2TTUHZZ,VAN-3/4T-CARGO-MR CL2 4X2 10Y UNLEAD SH,1.92,LIGHT DUTY,UNLEADED, 24-Jul-23, 2-May-23,12641,571,6089,442,CLASS2,10, 31-Aug-21,ELLESMERE GARAGE,Active Unit,,ECS640,ECS640,,"1,160.00",100.13,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN20D,"2020 Ford Transit Cargo Van - 250, Reg Body Med Roof Crew Van with Shelving, Inverter and TC12 Board",V1.5UND,BYAC---8,"220,000",0,005680,18 DYAS RD
ENGINEERING & CONSTR. SERVICES,112515,2020,FORD,TRANSIT 250,3TM2TTUHZZ,VAN-3/4T-CARGO-MR CL2 4X2 10Y UNLEAD SH,1.92,LIGHT DUTY,UNLEADED, 17-Jul-23, 24-Jul-23,15665,717,6994,380,CLASS2,10, 31-Aug-21,ELLESMERE GARAGE,Active Unit,,ECS640,ECS640,,"1,160.00",561.32,1.50,VAN-3/4T,VAN - 3/4 TON,112FORDUN20D,"2020 Ford Transit Cargo Van - 250, Reg Body Med Roof Crew Van with Shelving, Inverter and TC12 Board",V1.5UND,BYAC---8,"220,000",0,005680,18 DYAS RD
