DIVISION,UNIT_NO,YEAR,MAKE,MODEL,CATEGORY,CATEGORY_DESC,AGE,UNIT_TYPE,FUEL_PRODUCT,LAST_FUEL_DATE,LAST_WORKORDER_OPEN_DATE,M5_LIFE_KM_USAGE(KM),M5_LIFE_HRS_USAGE(Hrs),M5_YTD_KM_USAGE(KM),M5_YTD_HRS_USAGE(Hrs),CATEGORY_CLASS,EXPECTED_LIFE(YR),IN_SERVICE_DATE,MAINTENENACE_LOCATION_NAME,CURRENT_STATUS_DESCRIPTION,HIGH_PRIORITY,OWNING_COST_CENTER,USING_COST_CENTER,FUEL_DESC,AVAILABLE HOURS (Hrs),DOWNTIME(Hrs),VEU,CATEGORY_GROUP,CATEGORY_GROUP_DESC,TECH_SPEC,TECH_SPEC_DESC,BILLING_CODE,MAINTENANCE CLASSIFICATION CODE,EXPECT_USAGE(KM),EXPECT_USAGE(Hrs),PARK_LOCATION,PARK_LOCATION_NAME
TORONTO WATER,041250,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,5.58,LIGHT DUTY,UNLEADED, 26-Jul-23, 11-Jul-23,21343,711,0,0,CLASS1,8, 3-Jan-18,FINCH GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",48.23,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",004426,1026 FINCH AVE W
TORONTO WATER,041251,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,5.56,LIGHT DUTY,UNLEADED, 17-Jul-23, 21-Jul-23,38437,474,1003,4,CLASS1,8, 8-Jan-18,DISCO GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",58.36,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",002426,150 DISCO RD
TORONTO WATER,041252,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,5.61,LIGHT DUTY,UNLEADED, 24-Jul-23, 18-Jul-23,48394,332,5480,0,CLASS1,8, 20-Dec-17,FINCH GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",0.00,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",004426,1026 FINCH AVE W
TORONTO WATER,041253,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,5.58,LIGHT DUTY,UNLEADED, 27-Jul-23, 12-May-23,52507,331,5590,303,CLASS1,8, 3-Jan-18,EASTERN GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",133.74,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",001984,30 NORTHLINE RD
TORONTO WATER,041254,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,5.42,LIGHT DUTY,UNLEADED, 28-Jul-23, 25-May-23,34634,729,4324,3,CLASS1,8, 1-Mar-18,EASTERN GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",155.19,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",001984,30 NORTHLINE RD
TORONTO WATER,041255,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,5.56,LIGHT DUTY,UNLEADED, 13-Jul-23, 17-Jul-23,38990,895,3884,1,CLASS1,8, 9-Jan-18,FINCH GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",83.56,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",004426,1026 FINCH AVE W
TORONTO WATER,041256,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,5.38,LIGHT DUTY,UNLEADED, 31-Jul-23, 12-Jun-23,36741,21,4424,0,CLASS1,8, 14-Mar-18,DISCO GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",42.12,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",002426,150 DISCO RD
TORONTO WATER,041257,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,5.38,LIGHT DUTY,UNLEADED, 21-Jul-23, 15-May-23,34796,623,4385,5,CLASS1,8, 14-Mar-18,EASTERN GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",13.85,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",005154,545 COMMISSIONERS ST
TORONTO WATER,041258,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,5.50,LIGHT DUTY,UNLEADED, 31-Jul-23, 24-Apr-23,29085,1140,3657,1,CLASS1,8, 30-Jan-18,EASTERN GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",1.92,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",001984,30 NORTHLINE RD
TORONTO WATER,041259,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,5.42,LIGHT DUTY,UNLEADED, 31-Jul-23, 22-Feb-23,35456,626,4497,3,CLASS1,8, 1-Mar-18,FINCH GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",62.13,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",001984,30 NORTHLINE RD
TORONTO WATER,041260,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,5.61,LIGHT DUTY,UNLEADED, 20-Jul-23, 26-Jul-23,38360,655,2379,2,CLASS1,8, 20-Dec-17,FINCH GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",273.60,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",004426,1026 FINCH AVE W
TORONTO WATER,041261,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,5.65,LIGHT DUTY,UNLEADED, 28-Jul-23, 28-Jul-23,50791,690,5969,626,CLASS1,8, 7-Dec-17,DISCO GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",6.83,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",005154,545 COMMISSIONERS ST
TORONTO WATER,041262,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,5.53,LIGHT DUTY,UNLEADED, 25-Jul-23, 9-Feb-23,27882,612,3765,1,CLASS1,8, 18-Jan-18,FINCH GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",18.88,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",004426,1026 FINCH AVE W
TORONTO WATER,041263,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,5.42,LIGHT DUTY,UNLEADED, 24-Jul-23, 25-Jul-23,47815,319,8276,0,CLASS1,8, 1-Mar-18,DISCO GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",8.12,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",005154,545 COMMISSIONERS ST
TORONTO WATER,041264,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,5.61,LIGHT DUTY,UNLEADED, 11-Jul-23, 31-Jul-23,35522,931,3129,1,CLASS1,8, 20-Dec-17,DISCO GARAGE,Active Unit,,TW2020,TW2020,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",7.90,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",5381-1,435 KIPLING AVE
TORONTO WATER,041296,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,4.62,LIGHT DUTY,UNLEADED, 16-Jul-23, 22-Jun-23,88831,1244,18000,7,CLASS1,8, 17-Dec-18,ELLESMERE GARAGE,Active Unit,,TW5007,TW5007,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",233.89,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",3892-1,1076 ELLESMERE RD
TORONTO WATER,041297,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,4.63,LIGHT DUTY,UNLEADED, 25-Jul-23, 7-Jun-23,115034,1618,7114,371,CLASS1,8, 14-Dec-18,ELLESMERE GARAGE,Active Unit,,TW5007,TW5007,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",224.75,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",3892-1,1076 ELLESMERE RD
TORONTO WATER,041298,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,4.64,LIGHT DUTY,UNLEADED, 31-Jul-23, 3-Feb-23,48544,4866,7826,765,CLASS1,8, 12-Dec-18,ELLESMERE GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",0.66,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",001984,30 NORTHLINE RD
TORONTO WATER,041300,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,4.49,LIGHT DUTY,UNLEADED, 24-Jul-23, 19-Jan-23,25253,502,3775,1,CLASS1,8, 5-Feb-19,INGRAM GARAGE,Active Unit,,TW7075,TW7075,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",1.21,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",000782,235 COTTINGHAM ST
TORONTO WATER,041301,2018,FORD,ESCAPE,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,4.49,LIGHT DUTY,UNLEADED, 27-Jul-23, 16-Jun-23,40467,123,7331,1,CLASS1,8, 5-Feb-19,INGRAM GARAGE,Active Unit,,TW7075,TW7075,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",33.46,1.50,SEDAN-PASS,SEDAN - PASSENGER,041FORDUN18,Ford Escape AWD Sport Utility Vehicle,V1.5UND,BYAC---8,"160,000","4,000",000782,235 COTTINGHAM ST
TORONTO WATER,041372,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.41,LIGHT DUTY,UNLEADED, 24-Jul-23, 5-Oct-22,31894,2766,5253,439,CLASS1,8, 3-Mar-20,FINCH GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",004426,1026 FINCH AVE W
TORONTO WATER,041373,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.37,LIGHT DUTY,UNLEADED, 25-Jul-23, 20-Jul-23,16088,1711,5804,548,CLASS1,8, 17-Mar-20,EASTERN GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",0.02,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",005154,545 COMMISSIONERS ST
TORONTO WATER,041374,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.43,LIGHT DUTY,UNLEADED, 24-Jul-23, 26-Jun-23,20537,2376,5236,629,CLASS1,8, 27-Feb-20,DISCO GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",24.97,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",002426,150 DISCO RD
TORONTO WATER,041375,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.44,LIGHT DUTY,UNLEADED, 31-Jul-23, 27-Jun-23,18913,10,6054,3,CLASS1,8, 21-Feb-20,EASTERN GARAGE,Active Unit,,TW2020,TW2020,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",29.45,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",005154,545 COMMISSIONERS ST
TORONTO WATER,041376,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.44,LIGHT DUTY,UNLEADED, 27-Jul-23, 19-May-23,12506,1226,1875,129,CLASS1,8, 20-Feb-20,EASTERN GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",26.54,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",001984,30 NORTHLINE RD
TORONTO WATER,041377,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.45,LIGHT DUTY,UNLEADED, 15-Aug-22, 14-Sep-22,33149,2358,0,0,CLASS1,8, 18-Feb-20,DISCO GARAGE,Unit is totaled,,TW2015,TW2015,,"1,160.00",,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,STANDARD,BYAC---8,"160,000","4,000",004426,1026 FINCH AVE W
TORONTO WATER,041378,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.33,LIGHT DUTY,UNLEADED, 31-Jul-23, 24-Apr-23,20386,606,2981,1,CLASS1,8, 2-Apr-20,EASTERN GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",88.08,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",002426,150 DISCO RD
TORONTO WATER,041379,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.29,LIGHT DUTY,UNLEADED, 31-Jul-23, 19-Jul-23,16780,1944,2351,280,CLASS1,8, 17-Apr-20,FINCH GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",0.01,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",004426,1026 FINCH AVE W
TORONTO WATER,041380,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.40,LIGHT DUTY,UNLEADED, 6-Jul-23, 9-May-22,3273,76,1445,0,CLASS1,8, 6-Mar-20,EASTERN GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",004426,1026 FINCH AVE W
TORONTO WATER,041381,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.38,LIGHT DUTY,UNLEADED, 31-Jul-23, 25-Jul-23,31401,3027,4400,435,CLASS1,8, 16-Mar-20,FINCH GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",264.46,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",004426,1026 FINCH AVE W
TORONTO WATER,041382,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.41,LIGHT DUTY,UNLEADED, 28-Jul-23, 25-May-23,6591,939,1815,307,CLASS1,8, 4-Mar-20,FINCH GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",276.18,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",004426,1026 FINCH AVE W
TORONTO WATER,041383,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.40,LIGHT DUTY,UNLEADED, 27-Jul-23, 27-Jul-23,8439,2233,6854,703,CLASS1,8, 6-Mar-20,DISCO GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",97.98,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",002426,150 DISCO RD
TORONTO WATER,041384,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.45,LIGHT DUTY,UNLEADED, 21-Jul-23, 21-Jul-23,8357,668,3595,294,CLASS1,8, 18-Feb-20,EASTERN GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",17.91,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",005154,545 COMMISSIONERS ST
TORONTO WATER,041385,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.40,LIGHT DUTY,UNLEADED, 12-Jul-23, 15-Jun-22,19761,3190,2351,221,CLASS1,8, 6-Mar-20,EASTERN GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",005154,545 COMMISSIONERS ST
TORONTO WATER,041386,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.35,LIGHT DUTY,UNLEADED, 29-Jun-23, 4-Jul-23,14399,589,2322,0,CLASS1,8, 26-Mar-20,DISCO GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",35.86,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",002426,150 DISCO RD
TORONTO WATER,041387,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.35,LIGHT DUTY,UNLEADED, 15-Jun-23, 24-Mar-23,19053,1922,5896,503,CLASS1,8, 26-Mar-20,FINCH GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",21.52,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",001984,30 NORTHLINE RD
TORONTO WATER,041388,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.45,LIGHT DUTY,UNLEADED, 11-Jul-23, 11-Jul-23,28735,2933,1584,492,CLASS1,8, 18-Feb-20,DISCO GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",98.30,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",002426,150 DISCO RD
TORONTO WATER,041389,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.26,LIGHT DUTY,UNLEADED, 28-Jul-23, 30-May-23,13753,641,3613,292,CLASS1,8, 29-Apr-20,EASTERN GARAGE,Active Unit,,TW2015,TW2015,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",14.95,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",001984,30 NORTHLINE RD
TORONTO WATER,041390,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.47,LIGHT DUTY,UNLEADED, 12-Jul-23, 27-Feb-23,24062,831,3861,130,CLASS1,8, 12-Feb-20,ELLESMERE GARAGE,Active Unit,,TW7075,TW7075,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",8.09,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",005963,8270 SHEPPARD AVE E
TORONTO WATER,041391,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.41,LIGHT DUTY,UNLEADED, 28-Jul-23, 21-Nov-22,21917,806,2862,127,CLASS1,8, 3-Mar-20,EASTERN GARAGE,Active Unit,,TW6025,TW6025,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",005154,545 COMMISSIONERS ST
TORONTO WATER,041392,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.39,LIGHT DUTY,UNLEADED, 27-Jul-23, 3-Apr-23,7152,302,2843,133,CLASS1,8, 10-Mar-20,DISCO GARAGE,Active Unit,,TW6010,TW6010,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",4.39,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",0582-1,9 LESLIE ST
TORONTO WATER,041393,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.37,LIGHT DUTY,UNLEADED,, 2-May-23,6010,306,1,1,CLASS1,8, 17-Mar-20,DISCO GARAGE,Active Unit,,TW6010,TW6010,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",12.25,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",005154,545 COMMISSIONERS ST
TORONTO WATER,041394,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.40,LIGHT DUTY,UNLEADED, 28-Jul-23, 3-May-23,36840,862,9473,283,CLASS1,8, 6-Mar-20,EASTERN GARAGE,Active Unit,,TW6010,TW6010,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",81.28,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",005154,545 COMMISSIONERS ST
TORONTO WATER,041395,2020,CHEVROLET,EQUINOX,7UZ1FEUZZZ,PASS-SUV CL1 4X4 8Y UNLEAD,3.37,LIGHT DUTY,UNLEADED,, 1-Jun-23,5060,9,1,1,CLASS1,8, 17-Mar-20,BOOTH GARAGE,Active Unit,,TW5030,TW5030,AUXILIARY BATTERY & ANTI-IDLING SYSTEMS,"1,160.00",12.35,1.50,SEDAN-PASS,SEDAN - PASSENGER,041CHEVUN20,2020 Chevrolet Equinox (1XX26) AWD 4dr 1LS SUV,V1.5UND,BYAC---8,"160,000","4,000",,
